PSNR,SSIM,Colorfulness_pred,Colorfulness_gt
19.00759395487799,0.6587515950599655,0,0
21.723288661148395,0.6847171075332882,0,0
18.67572215822944,0.7203123612846537,0,0
25.140506248264643,0.7975060854588278,0,0
23.083545513696116,0.7428783615127009,0,0
15.73109666217593,0.6332282139381123,0,0
27.159224800236032,0.8169244032449265,0,0
23.35664861158442,0.3965340858119733,0,0
27.7296115675486,0.833361431480304,0,0
25.759403974449594,0.5487024414055769,0,0
21.79942983121081,0.8121607415144658,0,0
25.73174158326019,0.9232567595476029,0,0
19.448361456314952,0.7035746926513607,0,0
26.47702643431697,0.7994709302967751,0,0
23.31748492700885,0.9314917459225907,0,0
25.777557218665848,0.70039606774774,0,0
17.539820981064807,0.7016861405173561,0,0
26.487445331776836,0.7781921464367537,0,0
21.03649996609143,0.6773038365013456,0,0
14.291146102633567,0.5903115003023781,0,0
22.501933294076032,0.8369193083568011,0,0
26.16064499963524,0.7447244011425515,0,0
17.346402328090416,0.6347285557095672,0,0
23.63926234573335,0.529809272241394,0,0
26.83626696817571,0.7289519085738708,0,0
26.56545071688772,0.7512154694570995,0,0
24.248893965850158,0.5284809606534031,0,0
21.948743448150804,0.8639785370144696,0,0
25.93853682808803,0.7725586761077942,0,0
23.99880241514107,0.5683273805952876,0,0
22.567757469851166,0.4369162761550626,0,0
24.395025367889716,0.8700177501080658,0,0
24.615346633242098,0.7015504569239032,0,0
16.736870488291164,0.707694604734142,0,0
23.081042986396355,0.6602757722736778,0,0
28.415100027962993,0.8624666587201705,0,0
25.032250046850674,0.820147260958101,0,0
28.919024414374405,0.8310567766148395,0,0
18.20920242474578,0.7966492362256066,0,0
21.541104965797086,0.5751946998231258,0,0
17.310524521271184,0.32100382588242543,0,0
22.948531025766474,0.8866756953634397,0,0
19.66621653867615,0.6752622904434044,0,0
25.00833633523441,0.5912411799582004,0,0
25.732370271219203,0.8004567071811243,0,0
17.24893062656921,0.6744456990274147,0,0
14.707171394437836,0.8458300845596912,0,0
22.717090715046176,0.6303199355756902,0,0
19.89293532516088,0.6657562932652376,0,0
17.055539543613968,0.6528467078357664,0,0
