PSNR,SSIM,Colorfulness_pred,Colorfulness_gt
14.290889303848498,0.10716277359225435,0,0
9.533022398064187,0.07156996066386154,0,0
7.073140403570218,0.053452975848639284,0,0
14.274859000175248,0.12800427833946257,0,0
9.684490569840245,0.06235219913077065,0,0
16.316825684195372,0.14090410796464226,0,0
10.591293383414147,0.06862266409366387,0,0
14.223507954679384,0.06475383131653653,0,0
12.187301550632267,0.09377242279591762,0,0
11.007147313237983,0.05608788787017563,0,0
7.590091410972569,0.06676383458649315,0,0
13.355181232754049,0.07702365016660685,0,0
14.220050043894707,0.09865941413883172,0,0
12.412233177145893,0.08362692193368415,0,0
12.551275945995057,0.08467710682382916,0,0
13.180253726235593,0.09276615850640091,0,0
16.11575134569457,0.10044915770807333,0,0
11.65814314739388,0.05690031362035638,0,0
9.524226483746292,0.05177493412211203,0,0
13.291164047698151,0.08274256574774892,0,0
12.228170927558836,0.08110516378294445,0,0
12.279257941891819,0.11264215403119116,0,0
11.443529210247823,0.04662803513402692,0,0
14.30188698434727,0.07009581330736586,0,0
12.19301787217115,0.11340806290776236,0,0
13.237534196238432,0.12213862988301871,0,0
12.169043919987585,0.04709348103681176,0,0
7.858832290580448,0.06452000693760952,0,0
16.96374739000734,0.13368469682131515,0,0
14.115729699624854,0.044675977790367444,0,0
14.007493299840856,0.03838748955468407,0,0
10.630916744005514,0.06805622716901333,0,0
12.8861310380255,0.09798205104869544,0,0
17.22766057691271,0.10278178710743019,0,0
8.95825528372854,0.04201793707182186,0,0
14.830785988999347,0.11246577988163724,0,0
11.178858676463676,0.08441669861312558,0,0
16.746304185749594,0.14993831215120298,0,0
17.418956573774004,0.10078125298644676,0,0
9.545173952658605,0.03980386908656631,0,0
10.724949424164388,0.025258369230986916,0,0
8.686764205692667,0.054918741672455786,0,0
11.885277874924963,0.05978009454188834,0,0
12.360861963237703,0.05487172288176598,0,0
13.480578890794774,0.12508337424793217,0,0
15.63174751840695,0.08996354902603677,0,0
7.532867557165037,0.045651938643890076,0,0
11.113492300501397,0.059040112779674046,0,0
13.762187147472154,0.0825138870997869,0,0
13.959365069095007,0.08625749169676332,0,0
