PSNR,SSIM,Colorfulness_pred,Colorfulness_gt
19.081153807142126,0.6514971128250175,0,0
16.994639457572,0.6379199532467552,0,0
18.07558207504905,0.7752781957992307,0,0
24.631198623801023,0.7620368145306239,0,0
21.09033954607645,0.7423185433081504,0,0
17.17323618002439,0.6584994568519575,0,0
20.744791042769755,0.7848967084337577,0,0
23.798963667367094,0.531361110923646,0,0
28.636483339672974,0.8351119739214227,0,0
24.559411393913816,0.5783091457595188,0,0
18.539132878943768,0.8075511695494765,0,0
21.049101660523803,0.9020917173299513,0,0
22.0945989635989,0.7507686070809997,0,0
27.48625699796885,0.8149374842252435,0,0
24.750524486771383,0.9489664515269601,0,0
25.928748221180385,0.7353994350567649,0,0
25.189465689834837,0.8207316349829809,0,0
26.554490087858547,0.8047354637035723,0,0
20.78866940342194,0.6880488223353737,0,0
15.681748669814151,0.5865055173363921,0,0
27.681756532892287,0.8724650687188817,0,0
25.158640285065005,0.7502929259100846,0,0
16.909440403927636,0.6613007345473283,0,0
23.059353550686154,0.5236009589335785,0,0
25.027819248543825,0.7374436006859063,0,0
26.930909922346974,0.7372292897317787,0,0
24.654701305701316,0.5858954602332489,0,0
19.393022581005578,0.84957278298738,0,0
26.829805265379775,0.790422641479533,0,0
26.23759802444923,0.6154655517182094,0,0
23.84247382300178,0.5111561134480754,0,0
24.49763153640657,0.8784836055084918,0,0
24.622067918141298,0.7295368102498729,0,0
17.226654261856744,0.7402553768869975,0,0
27.089327746526408,0.7001280711985994,0,0
29.56609447334232,0.8777132558781373,0,0
26.11256846411518,0.8238450365066052,0,0
30.073716364314947,0.8146005770578556,0,0
18.342362940857978,0.8333175484752305,0,0
22.149013026881367,0.5933976100745969,0,0
16.585359269684087,0.3381147823786075,0,0
23.38855791763898,0.9143256148462294,0,0
19.8946792810954,0.6914247282687401,0,0
25.946091990377035,0.6184233425535339,0,0
27.070573124818928,0.8371886720333555,0,0
17.227140993757388,0.6757185979713075,0,0
22.829691691150252,0.9435709811942868,0,0
23.318265219225417,0.6517970908198015,0,0
20.496659280964025,0.6954160876367773,0,0
19.296299713052463,0.7537022058979557,0,0
