Iteration,L1_loss,Feature_loss,MS_SSIM,Iter_LR
100,0.1599580943584442,-1,0.4148016571998596,0.0001
200,0.0808512419462204,-1,0.30819565057754517,0.0001
300,0.10342717170715332,-1,0.27353745698928833,0.0001
400,0.09202327579259872,-1,0.2509598731994629,0.0001
500,0.1055711954832077,-1,0.2769085168838501,0.0001
600,0.1004861444234848,-1,0.24861609935760498,0.0001
700,0.0859372615814209,-1,0.33354896306991577,0.0001
800,0.126761794090271,-1,0.28429824113845825,0.0001
900,0.09241579473018646,-1,0.29099464416503906,0.0001
1000,0.1292860507965088,-1,0.22799330949783325,0.0001
1100,0.081690214574337,-1,0.22415786981582642,0.0001
1200,0.07320372760295868,-1,0.18675148487091064,0.0001
1300,0.11153189837932587,-1,0.2458639144897461,0.0001
1400,0.10538231581449509,-1,0.18802624940872192,0.0001
1500,0.115146204829216,-1,0.2084118127822876,0.0001
1600,0.09879105538129807,-1,0.24029958248138428,0.0001
1700,0.08372315019369125,-1,0.3096734285354614,0.0001
1800,0.10059022158384323,-1,0.26131612062454224,0.0001
1900,0.10134097933769226,-1,0.18078523874282837,0.0001
2000,0.08507339656352997,-1,0.26282912492752075,0.0001
2100,0.09571407735347748,-1,0.38520920276641846,0.0001
2200,0.10899093002080917,-1,0.1844925880432129,0.0001
2300,0.13365644216537476,-1,0.2688647508621216,0.0001
2400,0.08253142237663269,-1,0.2579113245010376,0.0001
2500,0.09138236939907074,-1,0.15306931734085083,0.0001
2600,0.08118874579668045,-1,0.24619847536087036,0.0001
2700,0.08138944208621979,-1,0.2653074264526367,0.0001
2800,0.07194697856903076,-1,0.178455650806427,0.0001
2900,0.05917628854513168,-1,0.1792658567428589,0.0001
3000,0.11316782236099243,-1,0.17866861820220947,0.0001
3100,0.08184180408716202,-1,0.2500206232070923,0.0001
3200,0.11051317304372787,-1,0.2296276092529297,0.0001
3300,0.06982168555259705,-1,0.1979265809059143,0.0001
3400,0.06043676659464836,-1,0.1878564953804016,0.0001
3500,0.09802713990211487,-1,0.2526252269744873,0.0001
3600,0.10460042953491211,-1,0.22746241092681885,0.0001
3700,0.08190225809812546,-1,0.20322543382644653,0.0001
3800,0.07694235444068909,-1,0.24069076776504517,0.0001
3900,0.09101246297359467,-1,0.21544134616851807,0.0001
4000,0.071879081428051,-1,0.22797822952270508,0.0001
4100,0.07229148596525192,-1,0.17525172233581543,0.0001
4200,0.09604805707931519,-1,0.16010338068008423,0.0001
4300,0.06061747297644615,-1,0.15725088119506836,0.0001
4400,0.07981789112091064,-1,0.27381432056427,0.0001
4500,0.09178845584392548,-1,0.2694941759109497,0.0001
4600,0.0736403837800026,-1,0.19905692338943481,0.0001
4700,0.13592129945755005,-1,0.2529407739639282,0.0001
4800,0.08311727643013,-1,0.20265036821365356,0.0001
4900,0.10243833065032959,-1,0.20773696899414062,0.0001
5000,0.07985293865203857,-1,0.1878541111946106,0.0001
5100,0.07935260981321335,-1,0.24018585681915283,0.0001
5200,0.07607943564653397,-1,0.1387767791748047,0.0001
5300,0.11986243724822998,-1,0.2398815155029297,0.0001
5400,0.0739004909992218,-1,0.1944323182106018,0.0001
5500,0.08115527778863907,-1,0.15092498064041138,0.0001
5600,0.11775293946266174,-1,0.3048158884048462,0.0001
5700,0.09821896255016327,-1,0.18924760818481445,0.0001
5800,0.0776759684085846,-1,0.21156054735183716,0.0001
5900,0.1219133585691452,-1,0.2180052399635315,0.0001
6000,0.09551843255758286,-1,0.22500240802764893,0.0001
6100,0.12691062688827515,-1,0.20291399955749512,0.0001
6200,0.12085089087486267,-1,0.22283846139907837,0.0001
6300,0.11070253700017929,-1,0.22838985919952393,0.0001
6400,0.10258284211158752,-1,0.20981323719024658,0.0001
6500,0.11603905260562897,-1,0.18243056535720825,0.0001
6600,0.07938838005065918,-1,0.2543538808822632,0.0001
6700,0.10147485136985779,-1,0.2129613161087036,0.0001
6800,0.09054046869277954,-1,0.203813374042511,0.0001
6900,0.09632302820682526,-1,0.20024609565734863,0.0001
7000,0.11780206859111786,-1,0.21815741062164307,0.0001
7100,0.0974683165550232,-1,0.17492783069610596,0.0001
