Iteration,L1_loss,Feature_loss,MS_SSIM,Iter_LR
100,0.09996198117733002,-1,0.3041214942932129,0.0001
200,0.10587577521800995,-1,0.32823991775512695,0.0001
300,0.1404018998146057,-1,0.32374703884124756,0.0001
400,0.09527675807476044,-1,0.35724639892578125,0.0001
500,0.06830596923828125,-1,0.19240403175354004,0.0001
600,0.0708836019039154,-1,0.25649547576904297,0.0001
700,0.08527185767889023,-1,0.2517930269241333,0.0001
800,0.08980777114629745,-1,0.2806638479232788,0.0001
900,0.09150132536888123,-1,0.27215492725372314,0.0001
1000,0.08897891640663147,-1,0.2481173276901245,0.0001
1100,0.1249217614531517,-1,0.2871098518371582,0.0001
1200,0.11697982251644135,-1,0.2907026410102844,0.0001
1300,0.108151376247406,-1,0.2848523259162903,0.0001
1400,0.12655967473983765,-1,0.2572355270385742,0.0001
1500,0.08062148094177246,-1,0.24145203828811646,0.0001
1600,0.08011648058891296,-1,0.2513446807861328,0.0001
1700,0.0772455632686615,-1,0.2355407476425171,0.0001
1800,0.0702991634607315,-1,0.18913257122039795,0.0001
1900,0.12992361187934875,-1,0.2159714698791504,0.0001
2000,0.07512083649635315,-1,0.2559095025062561,0.0001
2100,0.09324704110622406,-1,0.1805785894393921,0.0001
2200,0.06020323559641838,-1,0.14496910572052002,0.0001
2300,0.10378613322973251,-1,0.21206361055374146,0.0001
2400,0.09994988143444061,-1,0.20163023471832275,0.0001
2500,0.07782863080501556,-1,0.20891010761260986,0.0001
2600,0.08939205855131149,-1,0.24849951267242432,0.0001
2700,0.09451454877853394,-1,0.14434343576431274,0.0001
2800,0.07637268304824829,-1,0.2431706190109253,0.0001
2900,0.09802605956792831,-1,0.3261943459510803,0.0001
3000,0.08832996338605881,-1,0.24437695741653442,0.0001
3100,0.1266273707151413,-1,0.27956581115722656,0.0001
3200,0.0708683431148529,-1,0.20627379417419434,0.0001
3300,0.0770685225725174,-1,0.24491721391677856,0.0001
3400,0.08840110152959824,-1,0.24531322717666626,0.0001
3500,0.09401639550924301,-1,0.2211834192276001,0.0001
3600,0.08428098261356354,-1,0.2480008602142334,0.0001
3700,0.08344815671443939,-1,0.18798047304153442,0.0001
3800,0.09027370065450668,-1,0.2261890172958374,0.0001
3900,0.06667931377887726,-1,0.19067007303237915,0.0001
4000,0.11119814962148666,-1,0.216097891330719,0.0001
