PSNR,SSIM,Colorfulness_pred,Colorfulness_gt
21.10882496882698,0.6665002139888015,0,0
17.897162880233928,0.6376442292997045,0,0
17.651582128725217,0.7458157171881002,0,0
23.51815620732473,0.7731667230855005,0,0
22.30765110801661,0.7518680961966705,0,0
18.054253193571338,0.6462533873992738,0,0
23.097729297028614,0.8132265446305893,0,0
26.33356690601292,0.4692584230174935,0,0
26.698081689063784,0.8032892680894542,0,0
25.94752247601626,0.5620911092793892,0,0
18.781404522341717,0.8093800361934171,0,0
25.041537149255912,0.928210691669508,0,0
25.163985851072958,0.7805550808782608,0,0
26.07454935314227,0.8007165400315772,0,0
25.470239239467283,0.945859335868818,0,0
25.128400603655088,0.7252467181004327,0,0
23.95275950833936,0.7914221695094881,0,0
24.625620125514303,0.7827693332609892,0,0
18.75791691186637,0.6720552855466019,0,0
16.126727355133493,0.45673507639555977,0,0
28.33485986619468,0.86923247848524,0,0
26.199929101210465,0.7436954121112133,0,0
17.539365177214393,0.6431390075405724,0,0
22.47223516199256,0.5118812930348068,0,0
26.661151830507727,0.7025815301705792,0,0
26.697774396601368,0.7636542214542171,0,0
24.557703650512295,0.5529354205087218,0,0
19.584335224268663,0.842086894060528,0,0
26.813015605426074,0.7971091703685329,0,0
26.177560779786134,0.5746593310639212,0,0
23.722062218310242,0.4460939457584064,0,0
25.798953585413273,0.8898622129039849,0,0
24.7795723965326,0.7037268854820341,0,0
21.009820957394165,0.7479106617122412,0,0
23.626181874110674,0.6732440063662133,0,0
29.118275285249805,0.8531879577022273,0,0
24.661985463383544,0.8003089398108235,0,0
29.28086200073214,0.7950749611545739,0,0
22.01403966028536,0.8595256422187519,0,0
21.65714626238512,0.5815371969935855,0,0
16.698007059091566,0.3219990118352443,0,0
25.45249215977234,0.9122191956315039,0,0
19.631282074956186,0.6768082882198522,0,0
25.608322790832283,0.5936809649708452,0,0
25.21984116887557,0.814642541513105,0,0
20.716046402286366,0.7347079277733516,0,0
17.9368237064395,0.914612880935374,0,0
22.127418671847717,0.6351648454866639,0,0
21.325793787305436,0.672821004218816,0,0
22.794308770412147,0.7106856728251278,0,0
