PSNR,SSIM,Colorfulness_pred,Colorfulness_gt
17.816516265221352,0.6093545546145803,0,0
19.38354496707715,0.6433203561807316,0,0
18.912382098517217,0.7448424498599119,0,0
23.981237414911373,0.7783090271509243,0,0
22.57521388615733,0.7505368504108935,0,0
16.84708937808402,0.6903255141279683,0,0
22.467418359640693,0.7902737724989382,0,0
25.00329222196016,0.45870911660705715,0,0
27.891299490242346,0.8187251249046167,0,0
24.826715996261832,0.5557504068678553,0,0
18.864072150668594,0.7983215171994517,0,0
25.093360063184047,0.9288249551271077,0,0
23.431171312918263,0.7513310936202929,0,0
28.037240797983813,0.8087675354676828,0,0
25.151063384651046,0.9455853885402457,0,0
25.811119054134075,0.7035807043297463,0,0
19.890869100433587,0.7563223606644497,0,0
25.540837562759723,0.7813725178986073,0,0
22.045818591105903,0.6861812690459407,0,0
14.719327123479328,0.5791632785864689,0,0
26.314279689199353,0.8624142738607454,0,0
25.787544488899698,0.7341790039855783,0,0
16.642312390651796,0.6420806003155057,0,0
22.97425964125751,0.5249073580761575,0,0
27.128303895346853,0.7140435352245497,0,0
27.1430877671691,0.6940508771144875,0,0
25.408341277414262,0.557541618600241,0,0
19.14355989246675,0.8377934951036682,0,0
24.533562308418865,0.6852738941125764,0,0
24.168429410774813,0.5747977924268648,0,0
23.411843668730924,0.45447155759211705,0,0
24.738478794422328,0.8791732979836374,0,0
25.22407772893658,0.7097097699458934,0,0
17.597571782592812,0.7445956521830789,0,0
22.984692123399498,0.6757609439554916,0,0
29.14213287865749,0.8653883073363283,0,0
26.090676474759796,0.8107923855330471,0,0
27.8805440011768,0.7742170862770562,0,0
20.534547546112485,0.837472253322263,0,0
21.54391781399367,0.5838241630802931,0,0
16.94906326182666,0.328136295783424,0,0
23.866233443465774,0.9023700994992646,0,0
19.142076560108602,0.6844646717063512,0,0
25.3892095600254,0.5987156558896519,0,0
26.447172456345406,0.803490957914689,0,0
17.22433199497955,0.680434462258277,0,0
18.11627178034977,0.9177578780009394,0,0
22.781496524308306,0.64254989205369,0,0
19.990930226813685,0.6703878565032954,0,0
20.498321323883463,0.7443855107142157,0,0
