Iteration,L1_loss,Feature_loss,MS_SSIM,Iter_LR
100,0.09908407926559448,-1,0.28930288553237915,0.0001
200,0.08909283578395844,-1,0.3372257947921753,0.0001
300,0.1607917994260788,-1,0.3361361026763916,0.0001
400,0.1092228889465332,-1,0.29854488372802734,0.0001
500,0.11371654272079468,-1,0.35266971588134766,0.0001
600,0.09803362190723419,-1,0.30433106422424316,0.0001
700,0.08083456009626389,-1,0.22421538829803467,0.0001
800,0.06141556054353714,-1,0.2749398946762085,0.0001
900,0.08695761859416962,-1,0.25470447540283203,0.0001
1000,0.09043076634407043,-1,0.2402784824371338,0.0001
1100,0.08804019540548325,-1,0.2803667187690735,0.0001
1200,0.08408283442258835,-1,0.20682555437088013,0.0001
1300,0.1212674230337143,-1,0.20087605714797974,0.0001
1400,0.07100091129541397,-1,0.22938871383666992,0.0001
1500,0.10428424924612045,-1,0.15524065494537354,0.0001
1600,0.1533897966146469,-1,0.24107801914215088,0.0001
1700,0.08662734925746918,-1,0.18295001983642578,0.0001
1800,0.08257191628217697,-1,0.22170495986938477,0.0001
1900,0.08332415670156479,-1,0.12902146577835083,0.0001
2000,0.08536060154438019,-1,0.1694737672805786,0.0001
2100,0.11832030862569809,-1,0.3015042543411255,0.0001
2200,0.0784420371055603,-1,0.2205415964126587,0.0001
2300,0.07112230360507965,-1,0.21251583099365234,0.0001
2400,0.08701255172491074,-1,0.2101762294769287,0.0001
2500,0.07724021375179291,-1,0.18758493661880493,0.0001
2600,0.08405452966690063,-1,0.26192551851272583,0.0001
2700,0.09323080629110336,-1,0.24391710758209229,0.0001
2800,0.08200982213020325,-1,0.19038629531860352,0.0001
2900,0.06630125641822815,-1,0.22577190399169922,0.0001
3000,0.09336167573928833,-1,0.2538379430770874,0.0001
3100,0.0665455088019371,-1,0.1979234218597412,0.0001
3200,0.08207273483276367,-1,0.20016413927078247,0.0001
3300,0.06111493706703186,-1,0.17653560638427734,0.0001
3400,0.08959609270095825,-1,0.22919398546218872,0.0001
3500,0.08170714974403381,-1,0.23812782764434814,0.0001
3600,0.0861288532614708,-1,0.2636227607727051,0.0001
3700,0.06865822523832321,-1,0.28257352113723755,0.0001
3800,0.07278355956077576,-1,0.2524453401565552,0.0001
3900,0.0662236362695694,-1,0.19998246431350708,0.0001
4000,0.09084781259298325,-1,0.2567284107208252,0.0001
4100,0.07429797947406769,-1,0.27936989068984985,0.0001
4200,0.0552034005522728,-1,0.19008922576904297,0.0001
4300,0.06836192309856415,-1,0.19514000415802002,0.0001
4400,0.08519082516431808,-1,0.14209634065628052,0.0001
4500,0.08033337444067001,-1,0.14393383264541626,0.0001
4600,0.06846858561038971,-1,0.21586352586746216,0.0001
4700,0.12851747870445251,-1,0.20731955766677856,0.0001
4800,0.09486865997314453,-1,0.20957571268081665,0.0001
4900,0.10170707106590271,-1,0.20712625980377197,0.0001
5000,0.08485670387744904,-1,0.259027361869812,0.0001
5100,0.07207345217466354,-1,0.2613604664802551,0.0001
5200,0.09787091612815857,-1,0.18057584762573242,0.0001
5300,0.08412715047597885,-1,0.21894800662994385,0.0001
5400,0.0676894411444664,-1,0.23757517337799072,0.0001
5500,0.10243197530508041,-1,0.21353298425674438,0.0001
5600,0.09035465121269226,-1,0.22178161144256592,0.0001
5700,0.05615505576133728,-1,0.17335283756256104,0.0001
5800,0.07376919686794281,-1,0.21348953247070312,0.0001
5900,0.07293350249528885,-1,0.20079833269119263,0.0001
6000,0.11183687299489975,-1,0.23004013299942017,0.0001
6100,0.07842735946178436,-1,0.21445810794830322,0.0001
6200,0.07617559283971786,-1,0.1608334183692932,0.0001
6300,0.1223609447479248,-1,0.10241132974624634,0.0001
6400,0.07668764144182205,-1,0.22747039794921875,0.0001
6500,0.07277762144804001,-1,0.22515177726745605,0.0001
6600,0.0646168440580368,-1,0.16324502229690552,0.0001
6700,0.06652193516492844,-1,0.15793514251708984,0.0001
6800,0.07036891579627991,-1,0.18348276615142822,0.0001
6900,0.06664259731769562,-1,0.13502800464630127,0.0001
7000,0.06315934658050537,-1,0.18351805210113525,0.0001
7100,0.0970950722694397,-1,0.18759727478027344,0.0001
7200,0.07633353024721146,-1,0.31869256496429443,0.0001
7300,0.09702782332897186,-1,0.2102794647216797,0.0001
7400,0.0574110671877861,-1,0.22635585069656372,0.0001
7500,0.06522814929485321,-1,0.20530056953430176,0.0001
7600,0.11428175866603851,-1,0.23213273286819458,0.0001
7700,0.05261007696390152,-1,0.2022486925125122,0.0001
7800,0.09644781798124313,-1,0.19202947616577148,0.0001
7900,0.06758901476860046,-1,0.18581992387771606,0.0001
8000,0.08543934673070908,-1,0.2234395146369934,0.0001
8100,0.08747707307338715,-1,0.18071496486663818,0.0001
