Iteration,L1_loss,Feature_loss,MS_SSIM,Iter_LR
100,0.09873276948928833,-1,0.3149777054786682,0.0001
200,0.06357002258300781,-1,0.2375604510307312,0.0001
300,0.08847887068986893,-1,0.24667906761169434,0.0001
400,0.1188427284359932,-1,0.31995099782943726,0.0001
500,0.1327875703573227,-1,0.31116366386413574,0.0001
600,0.09647525101900101,-1,0.2858541011810303,0.0001
700,0.08420320600271225,-1,0.2968140244483948,0.0001
800,0.07793719321489334,-1,0.20840734243392944,0.0001
900,0.06771235167980194,-1,0.21406126022338867,0.0001
1000,0.10195963829755783,-1,0.3283848762512207,0.0001
1100,0.06922321766614914,-1,0.16719269752502441,0.0001
1200,0.08197911828756332,-1,0.2868555188179016,0.0001
1300,0.06692981719970703,-1,0.21056228876113892,0.0001
1400,0.08175306767225266,-1,0.2272014617919922,0.0001
1500,0.1071038469672203,-1,0.2183060646057129,0.0001
1600,0.07329542189836502,-1,0.22349411249160767,0.0001
1700,0.059538036584854126,-1,0.20541638135910034,0.0001
1800,0.10393717139959335,-1,0.2746928334236145,0.0001
1900,0.09435522556304932,-1,0.2676597237586975,0.0001
2000,0.05497913435101509,-1,0.16790437698364258,0.0001
2100,0.10318446159362793,-1,0.28457802534103394,0.0001
2200,0.0996817946434021,-1,0.27796441316604614,0.0001
2300,0.07688329368829727,-1,0.2515808939933777,0.0001
2400,0.09152009338140488,-1,0.17432141304016113,0.0001
2500,0.09464896470308304,-1,0.19885998964309692,0.0001
2600,0.09739431738853455,-1,0.22084790468215942,0.0001
2700,0.1065668985247612,-1,0.23889756202697754,0.0001
2800,0.06230879947543144,-1,0.14168530702590942,0.0001
2900,0.08201556652784348,-1,0.2440205216407776,0.0001
3000,0.08068621158599854,-1,0.25626879930496216,0.0001
3100,0.12008237838745117,-1,0.2612423300743103,0.0001
3200,0.06551497429609299,-1,0.23357683420181274,0.0001
3300,0.07702962309122086,-1,0.2590133547782898,0.0001
3400,0.09920734912157059,-1,0.1597919464111328,0.0001
3500,0.0581725649535656,-1,0.21833592653274536,0.0001
3600,0.08004941791296005,-1,0.19222575426101685,0.0001
3700,0.055626895278692245,-1,0.1452620029449463,0.0001
3800,0.10648190975189209,-1,0.23372411727905273,0.0001
3900,0.08604899793863297,-1,0.21953362226486206,0.0001
4000,0.06050925329327583,-1,0.18604350090026855,0.0001
4100,0.07607802003622055,-1,0.27408474683761597,0.0001
4200,0.0960921123623848,-1,0.09901028871536255,0.0001
4300,0.08119858056306839,-1,0.1546803116798401,0.0001
4400,0.07969200611114502,-1,0.18615537881851196,0.0001
4500,0.05992220714688301,-1,0.2467603087425232,0.0001
4600,0.1239790990948677,-1,0.19687777757644653,0.0001
4700,0.0765574648976326,-1,0.18708354234695435,0.0001
4800,0.09502482414245605,-1,0.277371883392334,0.0001
4900,0.07645288109779358,-1,0.1987440586090088,0.0001
5000,0.06921237707138062,-1,0.19887018203735352,0.0001
5100,0.08541760593652725,-1,0.19519805908203125,0.0001
5200,0.06512068212032318,-1,0.20749801397323608,0.0001
5300,0.08657879382371902,-1,0.23344475030899048,0.0001
5400,0.05690555274486542,-1,0.15645354986190796,0.0001
5500,0.06506379693746567,-1,0.2501402497291565,0.0001
5600,0.06955235451459885,-1,0.17205017805099487,0.0001
5700,0.08686807006597519,-1,0.29520684480667114,0.0001
5800,0.06855221837759018,-1,0.1476317048072815,0.0001
5900,0.0877484455704689,-1,0.21149510145187378,0.0001
6000,0.06170608475804329,-1,0.18310022354125977,0.0001
6100,0.07212371379137039,-1,0.2566499710083008,0.0001
6200,0.09897250682115555,-1,0.1796407699584961,0.0001
6300,0.09012478590011597,-1,0.09695190191268921,0.0001
6400,0.08063102513551712,-1,0.23928189277648926,0.0001
6500,0.07430630922317505,-1,0.23468703031539917,0.0001
6600,0.08845474570989609,-1,0.1952173113822937,0.0001
6700,0.058512717485427856,-1,0.1768488883972168,0.0001
6800,0.11477851867675781,-1,0.16287732124328613,0.0001
6900,0.07858967036008835,-1,0.2497575283050537,0.0001
7000,0.07694492489099503,-1,0.22228127717971802,0.0001
7100,0.061009481549263,-1,0.23042011260986328,0.0001
7200,0.06797382980585098,-1,0.22225737571716309,0.0001
7300,0.09323159605264664,-1,0.1704966425895691,0.0001
7400,0.06326093524694443,-1,0.17842453718185425,0.0001
7500,0.0624072290956974,-1,0.14301174879074097,0.0001
7600,0.07501845806837082,-1,0.25540655851364136,0.0001
7700,0.09407301992177963,-1,0.21613073348999023,0.0001
7800,0.08418551832437515,-1,0.25927895307540894,0.0001
7900,0.07505803555250168,-1,0.18901276588439941,0.0001
8000,0.07113227248191833,-1,0.21547192335128784,0.0001
8100,0.07507258653640747,-1,0.245610773563385,0.0001
8200,0.1170428991317749,-1,0.2650466561317444,0.0001
8300,0.07252650707960129,-1,0.17738789319992065,0.0001
8400,0.09254783391952515,-1,0.10978156328201294,0.0001
8500,0.06014483794569969,-1,0.1841159462928772,0.0001
8600,0.060966622084379196,-1,0.1751558780670166,0.0001
8700,0.06474591791629791,-1,0.2244132161140442,0.0001
8800,0.10475844144821167,-1,0.16522198915481567,0.0001
8900,0.10655222088098526,-1,0.18069440126419067,0.0001
9000,0.07593243569135666,-1,0.2242639660835266,0.0001
9100,0.07547623664140701,-1,0.21694302558898926,0.0001
